schema_version,snapshot_id,suffix_id,suffix_text_sha256,persona_id,persona_quadrant,persona_template_id,extraversion,neuroticism,axis,layer_relative,layer_absolute,cosine_score,persona_axis_median
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,negative,-7,21,0.04656889662146568,0.04656889662146568
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,negative,-8,20,-0.11482131481170654,0.04656889662146568
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,negative,-9,19,-0.2144564986228943,0.04656889662146568
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,frustration,-5,23,-0.10361948609352112,-0.022239968180656433
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,frustration,-6,22,-0.028917387127876282,-0.022239968180656433
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,frustration,-7,21,-0.022239968180656433,-0.022239968180656433
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,frustration,-8,20,0.10130193084478378,-0.022239968180656433
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n,low_e_high_n,v1,low,high,frustration,-9,19,0.02714204043149948,-0.022239968180656433
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,positive,-5,23,-0.15710653364658356,-0.03276598080992699
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,positive,-6,22,-0.138628289103508,-0.03276598080992699
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,positive,-7,21,-0.019940143451094627,-0.03276598080992699
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,positive,-8,20,-0.03276598080992699,-0.03276598080992699
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,positive,-9,19,0.08345292508602142,-0.03276598080992699
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,negative,-5,23,0.08358313888311386,0.03887493163347244
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,negative,-6,22,0.11906679719686508,0.03887493163347244
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,negative,-7,21,0.03887493163347244,0.03887493163347244
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,negative,-8,20,-0.10461864620447159,0.03887493163347244
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,negative,-9,19,-0.2122294306755066,0.03887493163347244
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,frustration,-5,23,-0.10472575575113297,-0.024471690878272057
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,frustration,-6,22,-0.03137647360563278,-0.024471690878272057
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,frustration,-7,21,-0.024471690878272057,-0.024471690878272057
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,frustration,-8,20,0.10194656252861023,-0.024471690878272057
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v2,low_e_high_n,v2,low,high,frustration,-9,19,0.02975209802389145,-0.024471690878272057
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,positive,-5,23,-0.1791282743215561,-0.029852788895368576
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,positive,-6,22,-0.1664402186870575,-0.029852788895368576
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,positive,-7,21,-0.00034528557443991303,-0.029852788895368576
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,positive,-8,20,-0.029852788895368576,-0.029852788895368576
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,positive,-9,19,0.08352979272603989,-0.029852788895368576
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,negative,-5,23,0.10011953115463257,0.04621119052171707
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,negative,-6,22,0.13891221582889557,0.04621119052171707
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,negative,-7,21,0.04621119052171707,0.04621119052171707
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,negative,-8,20,-0.12301066517829895,0.04621119052171707
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,negative,-9,19,-0.22177527844905853,0.04621119052171707
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,frustration,-5,23,-0.09045001864433289,-0.015674324706196785
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,frustration,-6,22,-0.0157232154160738,-0.015674324706196785
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,frustration,-7,21,-0.015674324706196785,-0.015674324706196785
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,frustration,-8,20,0.10523322224617004,-0.015674324706196785
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_high_n.v3,low_e_high_n,v3,low,high,frustration,-9,19,0.030068472027778625,-0.015674324706196785
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,positive,-5,23,-0.15451210737228394,-0.030086513608694077
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,positive,-6,22,-0.13409291207790375,-0.030086513608694077
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,positive,-7,21,-0.01421847939491272,-0.030086513608694077
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,positive,-8,20,-0.030086513608694077,-0.030086513608694077
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,positive,-9,19,0.08707791566848755,-0.030086513608694077
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,negative,-5,23,0.07889626175165176,0.038964834064245224
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,negative,-6,22,0.11412426829338074,0.038964834064245224
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,negative,-7,21,0.038964834064245224,0.038964834064245224
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,negative,-8,20,-0.11019551008939743,0.038964834064245224
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,negative,-9,19,-0.2131069302558899,0.038964834064245224
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,frustration,-5,23,-0.10323770344257355,-0.02027737721800804
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,frustration,-6,22,-0.029014933854341507,-0.02027737721800804
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,frustration,-7,21,-0.02027737721800804,-0.02027737721800804
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,frustration,-8,20,0.10472597181797028,-0.02027737721800804
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n,low_e_low_n,v1,low,low,frustration,-9,19,0.03181324899196625,-0.02027737721800804
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,positive,-5,23,-0.15308474004268646,-0.034503910690546036
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,positive,-6,22,-0.13390469551086426,-0.034503910690546036
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,positive,-7,21,-0.02776276133954525,-0.034503910690546036
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,positive,-8,20,-0.034503910690546036,-0.034503910690546036
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,positive,-9,19,0.0804915577173233,-0.034503910690546036
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,negative,-5,23,0.08185359090566635,0.03553956747055054
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,negative,-6,22,0.11639253050088882,0.03553956747055054
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,negative,-7,21,0.03553956747055054,0.03553956747055054
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,negative,-8,20,-0.10160806030035019,0.03553956747055054
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,negative,-9,19,-0.21059606969356537,0.03553956747055054
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,frustration,-5,23,-0.10334749519824982,-0.024450507014989853
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,frustration,-6,22,-0.030978191643953323,-0.024450507014989853
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,frustration,-7,21,-0.024450507014989853,-0.024450507014989853
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,frustration,-8,20,0.10147196799516678,-0.024450507014989853
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v2,low_e_low_n,v2,low,low,frustration,-9,19,0.030467472970485687,-0.024450507014989853
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,positive,-5,23,-0.1711713969707489,-0.031070148572325706
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,positive,-6,22,-0.15660910308361053,-0.031070148572325706
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,positive,-7,21,-0.010743304155766964,-0.031070148572325706
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,positive,-8,20,-0.031070148572325706,-0.031070148572325706
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,positive,-9,19,0.08294995129108429,-0.031070148572325706
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,negative,-5,23,0.09471926838159561,0.040066227316856384
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,negative,-6,22,0.13214613497257233,0.040066227316856384
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,negative,-7,21,0.040066227316856384,0.040066227316856384
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,negative,-8,20,-0.11825922876596451,0.040066227316856384
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,negative,-9,19,-0.21868692338466644,0.040066227316856384
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,frustration,-5,23,-0.09131205081939697,-0.017960499972105026
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,frustration,-6,22,-0.017960499972105026,-0.017960499972105026
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,frustration,-7,21,-0.018021143972873688,-0.017960499972105026
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,frustration,-8,20,0.1024455726146698,-0.017960499972105026
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.1,7003d3e5d5fc9a40d2f07d796142e01ef0cf8540dabcc125bcde99dc01d41f42,persona.low_e_low_n.v3,low_e_low_n,v3,low,low,frustration,-9,19,0.02933799847960472,-0.017960499972105026
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,positive,-5,23,-0.13520382344722748,-0.0005618444411084056
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,positive,-6,22,-0.10308929532766342,-0.0005618444411084056
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,positive,-7,21,0.0008774654706940055,-0.0005618444411084056
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,positive,-8,20,-0.0005618444411084056,-0.0005618444411084056
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,positive,-9,19,0.11260145157575607,-0.0005618444411084056
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,negative,-5,23,0.03302139416337013,0.006801556330174208
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,negative,-6,22,0.05977451056241989,0.006801556330174208
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,negative,-7,21,0.006801556330174208,0.006801556330174208
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,negative,-8,20,-0.0837491974234581,0.006801556330174208
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,negative,-9,19,-0.19529059529304504,0.006801556330174208
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,frustration,-5,23,-0.1019185483455658,-0.006688952445983887
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,frustration,-6,22,-0.030968040227890015,-0.006688952445983887
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,frustration,-7,21,-0.006688952445983887,-0.006688952445983887
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,frustration,-8,20,0.12581925094127655,-0.006688952445983887
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n,high_e_high_n,v1,high,high,frustration,-9,19,0.05931095406413078,-0.006688952445983887
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,positive,-5,23,-0.12863025069236755,-0.00915216188877821
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,positive,-6,22,-0.09678258001804352,-0.00915216188877821
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,positive,-7,21,-0.00915216188877821,-0.00915216188877821
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,positive,-8,20,-0.004564165137708187,-0.00915216188877821
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,positive,-9,19,0.11208438873291016,-0.00915216188877821
1,formal-v2-persona-calibration-v3-baseline,calibration.suffix.2,c44e6cae261d79b4f5f510b12a4d5d8dbfa59cee8f5ad898d10b8909b335833d,persona.high_e_high_n.v2,high_e_high_n,v2,high,high,negative,-5,23,0.03030487149953842,0.005812658462673426
