contrast,effect,count,mean,sample_stdev,standard_error,exact_sign_flip_p,holm_adjusted_p
neutral_minus_feedback_only,overall,10,6.790669811986543e-05,0.000661453972783807,0.00020917011213638558,0.791015625,0.791015625
supportive_minus_neutral,overall,10,0.0008607970818896623,0.00032023174797472077,0.000101266170269713,0.001953125,0.00390625
