seed,quadrant,axis,contrast,template_count,slope,r5_minus_r1
3009,low_e_high_n,furious,neutral_minus_feedback_only,3,0.0008252900093793869,0.0022805966436862946
3009,low_e_low_n,furious,neutral_minus_feedback_only,3,0.0009882261355717977,0.0029971462984879813
3010,high_e_high_n,furious,neutral_minus_feedback_only,3,0.0027106949438651406,0.009484232713778814
3010,high_e_low_n,furious,neutral_minus_feedback_only,3,0.0026770112415154773,0.009464683632055918
3010,low_e_high_n,furious,neutral_minus_feedback_only,3,0.002582566688458125,0.008860631535450617
3010,low_e_low_n,furious,neutral_minus_feedback_only,3,0.002633320664366086,0.009190578013658524
3001,high_e_high_n,furious,supportive_minus_neutral,3,-0.0013237328579028447,-0.004938919097185135
3001,high_e_low_n,furious,supportive_minus_neutral,3,-0.0013628436873356503,-0.005162376910448074
3001,low_e_high_n,furious,supportive_minus_neutral,3,-0.0012454117337862651,-0.004504089554150899
3001,low_e_low_n,furious,supportive_minus_neutral,3,-0.001305388038357099,-0.0048032961785793304
3002,high_e_high_n,furious,supportive_minus_neutral,3,-0.0013237328579028447,-0.004938919097185135
3002,high_e_low_n,furious,supportive_minus_neutral,3,-0.0013628436873356503,-0.005162376910448074
3002,low_e_high_n,furious,supportive_minus_neutral,3,-0.0012454117337862651,-0.004504089554150899
3002,low_e_low_n,furious,supportive_minus_neutral,3,-0.001305388038357099,-0.0048032961785793304
3003,high_e_high_n,furious,supportive_minus_neutral,3,-0.001523950571815173,-0.00442613164583842
3003,high_e_low_n,furious,supportive_minus_neutral,3,-0.0015620619058609008,-0.004708036780357361
3003,low_e_high_n,furious,supportive_minus_neutral,3,-0.0014976294090350468,-0.004224807024002075
3003,low_e_low_n,furious,supportive_minus_neutral,3,-0.0015500030169884364,-0.004620985438426335
3004,high_e_high_n,furious,supportive_minus_neutral,3,-0.0008243593076864877,-0.003540274997552236
3004,high_e_low_n,furious,supportive_minus_neutral,3,-0.0008852755029996234,-0.0037274869779745736
3004,low_e_high_n,furious,supportive_minus_neutral,3,-0.0006818598757187523,-0.002255601187547048
3004,low_e_low_n,furious,supportive_minus_neutral,3,-0.000787035251657168,-0.0027687065303325653
3005,high_e_high_n,furious,supportive_minus_neutral,3,-0.0013237328579028447,-0.004938919097185135
3005,high_e_low_n,furious,supportive_minus_neutral,3,-0.0013628436873356503,-0.005162376910448074
3005,low_e_high_n,furious,supportive_minus_neutral,3,-0.0012454117337862651,-0.004504089554150899
3005,low_e_low_n,furious,supportive_minus_neutral,3,-0.001305388038357099,-0.0048032961785793304
3006,high_e_high_n,furious,supportive_minus_neutral,3,-0.0008669842034578324,-0.0022158647576967874
3006,high_e_low_n,furious,supportive_minus_neutral,3,-0.0008502487093210222,-0.002147149294614792
3006,low_e_high_n,furious,supportive_minus_neutral,3,-0.0008219355096419651,-0.001793372134367625
3006,low_e_low_n,furious,supportive_minus_neutral,3,-0.0008515721807877225,-0.0019102940956751506
3007,high_e_high_n,furious,supportive_minus_neutral,3,-0.0012879129499197006,-0.004769035925467809
3007,high_e_low_n,furious,supportive_minus_neutral,3,-0.0013406779617071154,-0.005069635808467865
3007,low_e_high_n,furious,supportive_minus_neutral,3,-0.0012454117337862651,-0.004504089554150899
3007,low_e_low_n,furious,supportive_minus_neutral,3,-0.001305388038357099,-0.0048032961785793304
3008,high_e_high_n,furious,supportive_minus_neutral,3,0.0007729660719633102,0.00554457555214564
3008,high_e_low_n,furious,supportive_minus_neutral,3,0.0007968151321013769,0.0056359171867370605
3008,low_e_high_n,furious,supportive_minus_neutral,3,0.000778078039487203,0.005613359312216441
3008,low_e_low_n,furious,supportive_minus_neutral,3,0.0007632875194152197,0.005540081610282262
3009,high_e_high_n,furious,supportive_minus_neutral,3,-0.0011120839665333428,-0.004238594323396683
3009,high_e_low_n,furious,supportive_minus_neutral,3,-0.0012652842948834102,-0.004937108606100082
3009,low_e_high_n,furious,supportive_minus_neutral,3,-0.0010334014892578126,-0.00385910893479983
3009,low_e_low_n,furious,supportive_minus_neutral,3,-0.0011923622339963915,-0.004584088921546936
3010,high_e_high_n,furious,supportive_minus_neutral,3,-0.0018899023532867436,-0.007077667862176895
3010,high_e_low_n,furious,supportive_minus_neutral,3,-0.001875422274072965,-0.007100095351537068
3010,low_e_high_n,furious,supportive_minus_neutral,3,-0.0018647942692041396,-0.0069858406980832415
3010,low_e_low_n,furious,supportive_minus_neutral,3,-0.001886887848377228,-0.007162301490704219
3001,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0007898664722839991,0.0016944929957389832
3001,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0007733946045239766,0.0014821328222751617
3001,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0007061772048473357,0.0013752045730749767
3001,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0006877876818180086,0.0012404881417751312
3002,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0007898664722839991,0.0016944929957389832
3002,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0007733946045239766,0.0014821328222751617
3002,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0007061772048473357,0.0013752045730749767
3002,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0006877876818180086,0.0012404881417751312
3003,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0014005394031604132,0.0018103520075480144
3003,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0013475014517704644,0.0014658458530902863
3003,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0012732561677694322,0.0013559088110923767
3003,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0012800621489683786,0.0012630174557367961
3004,high_e_high_n,furious,supportive_minus_feedback_only,3,0.00025048616031805686,-0.0022868352631727853
3004,high_e_low_n,furious,supportive_minus_feedback_only,3,0.00017128773033618923,-0.0026611052453517914
3004,low_e_high_n,furious,supportive_minus_feedback_only,3,0.00037005605796972923,-0.0012623605628808339
3004,low_e_low_n,furious,supportive_minus_feedback_only,3,0.00030797384679317466,-0.0016427884499231975
3005,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0007898664722839991,0.0016944929957389832
3005,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0007733946045239766,0.0014821328222751617
3005,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0007061772048473357,0.0013752045730749767
3005,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0006877876818180086,0.0012404881417751312
3006,high_e_high_n,furious,supportive_minus_feedback_only,3,-0.0011136900633573533,-0.0072610943267742796
3006,high_e_low_n,furious,supportive_minus_feedback_only,3,-0.0011529768506685896,-0.007464131340384483
3006,low_e_high_n,furious,supportive_minus_feedback_only,3,-0.0010820923993984858,-0.007048943390448888
3006,low_e_low_n,furious,supportive_minus_feedback_only,3,-0.0011878048380215965,-0.007565126443902652
3007,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0007585182785987856,0.0015037357807159424
3007,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0006774500012397765,0.0009237503012021383
3007,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0007061772048473357,0.0013752045730749767
3007,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0006877876818180086,0.0012404881417751312
3008,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0019967063019673027,0.007728692144155502
3008,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0020385106404622396,0.0078077130019664764
3008,low_e_high_n,furious,supportive_minus_feedback_only,3,0.001867940773566564,0.007184022416671117
3008,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0019056086738904318,0.007329593102137248
3009,high_e_high_n,furious,supportive_minus_feedback_only,3,-0.00014390324552853882,-0.001259051263332367
3009,high_e_low_n,furious,supportive_minus_feedback_only,3,-0.0002220430721839267,-0.0016536439458529155
3009,low_e_high_n,furious,supportive_minus_feedback_only,3,-0.0002081114798784256,-0.0015785122911135356
3009,low_e_low_n,furious,supportive_minus_feedback_only,3,-0.00020413609842459372,-0.001586942623058955
3010,high_e_high_n,furious,supportive_minus_feedback_only,3,0.0008207925905783972,0.0024065648516019187
3010,high_e_low_n,furious,supportive_minus_feedback_only,3,0.0008015889674425125,0.00236458828051885
3010,low_e_high_n,furious,supportive_minus_feedback_only,3,0.0007177724192539854,0.0018747908373673756
3010,low_e_low_n,furious,supportive_minus_feedback_only,3,0.0007464328159888584,0.002028276522954305
